CpG alpha ishvCpG
cg03248761 0.883403447511163 hvCpGs
cg03829739 0.999999971402726 hvCpGs
cg04391048 0.89875612403867 hvCpGs
cg05333568 0.900927983301727 hvCpGs
cg05655885 0.885385928454971 hvCpGs
cg05670995 0.79858983250864 hvCpGs
cg05852568 0.999999971402726 hvCpGs
cg06802630 0.906948146745987 hvCpGs
cg07105596 0.768243867790587 hvCpGs
cg08767686 0.949235591693401 hvCpGs
cg08837037 0.850565573551184 hvCpGs
cg09169779 0.940923213976316 hvCpGs
cg10424751 0.714986081535661 hvCpGs
cg13963793 0.999999971402726 hvCpGs
cg14372705 0.808357862388542 hvCpGs
cg14395744 0.89165259181982 hvCpGs
cg14573833 0.973711316199307 hvCpGs
cg14825413 0.774039710035182 hvCpGs
cg14877637 0.999999971402726 hvCpGs
cg15454820 0.999999971402726 hvCpGs
cg16210088 0.934986853947451 hvCpGs
cg17328716 0.815666354649343 hvCpGs
cg17468100 0.972172441785184 hvCpGs
cg18557149 0.988529667730272 hvCpGs
cg18709881 0.877924352045702 hvCpGs
cg20442128 0.87474380379895 hvCpGs
cg20548231 0.827483567941742 hvCpGs
cg21192468 0.884698001753915 hvCpGs
cg21293934 0.97243334619224 hvCpGs
cg22150661 0.999999971402726 hvCpGs
cg22322277 0.900589796721716 hvCpGs
cg23513591 0.999999971402726 hvCpGs
cg24680439 0.999999971402726 hvCpGs
cg26262573 0.999999971402726 hvCpGs
cg26451735 0.999999971402726 hvCpGs
cg01016191 0.840570366119567 hvCpGs
cg02784823 0.999999971402726 hvCpGs
cg04876245 0.862487366793302 hvCpGs
cg04926766 0.994180777130762 hvCpGs
cg08681904 0.999999971402726 hvCpGs
cg10409981 0.977075308830348 hvCpGs
cg11235426 0.999999971402726 hvCpGs
cg12756504 0.908332413622285 hvCpGs
cg13471254 0.980932054911628 hvCpGs
cg16194588 0.781797555513448 hvCpGs
cg18955367 0.798791357726659 hvCpGs
cg26181818 0.917251344748676 hvCpGs
cg26280727 0.969243066238923 hvCpGs
cg27202708 0.999999971402726 hvCpGs
cg00060374 0.750657997108446 hvCpGs
cg00748494 0.999999971402726 hvCpGs
cg00910586 0.897083120483033 hvCpGs
cg00953006 0.903484289371394 hvCpGs
cg01281851 0.974918243789912 hvCpGs
cg01485177 0.952180083929788 hvCpGs
cg01487661 0.979284176236387 hvCpGs
cg01788113 0.999999971402726 hvCpGs
cg01807241 0.87279495778145 hvCpGs
cg01833234 0.999999971402726 hvCpGs
cg01882498 0.861813905641539 hvCpGs
cg01894875 0.866800884348852 hvCpGs
cg01932197 0.823452833870471 hvCpGs
cg02002217 0.781173241864389 hvCpGs
cg02121547 0.751382054871096 hvCpGs
cg02239258 0.953785252061393 hvCpGs
cg02633068 0.933974801462727 hvCpGs
cg02675264 0.803575448679047 hvCpGs
cg02790305 0.635709248448837 hvCpGs
cg02834909 0.999999971402726 hvCpGs
cg03124146 0.949449640599979 hvCpGs
cg03357999 0.981782464730555 hvCpGs
cg03466525 0.712158293480007 hvCpGs
cg03517284 0.999999971402726 hvCpGs
cg03601372 0.837373984624331 hvCpGs
cg03773183 0.95828268460842 hvCpGs
cg04044120 0.861298381222309 hvCpGs
cg04160749 0.999999971402726 hvCpGs
cg04298253 0.884766834810985 hvCpGs
cg04612667 0.848775199771874 hvCpGs
cg05194412 0.999999971402726 hvCpGs
cg05313129 0.904142191435258 hvCpGs
cg05845376 0.94076744245813 hvCpGs
cg06060522 0.845148267780766 hvCpGs
cg06098368 0.817939517237082 hvCpGs
cg06419732 0.931498283167102 hvCpGs
cg06739303 0.999999971402726 hvCpGs
cg06742077 0.918725738754775 hvCpGs
cg06840743 0.999999971402726 hvCpGs
cg07475394 0.89240116300945 hvCpGs
cg07496545 0.809597785815527 hvCpGs
cg07502444 0.877423288666513 hvCpGs
cg07537562 0.999999971402726 hvCpGs
cg07659053 0.92063600512225 hvCpGs
cg08662620 0.855756397945948 hvCpGs
cg08964643 0.830899073101895 hvCpGs
cg09179646 0.789538573479657 hvCpGs
cg09232555 0.999999971402726 hvCpGs
cg09361966 0.855151643348056 hvCpGs
cg09508730 0.832379049278479 hvCpGs
cg09573658 0.774794811306369 hvCpGs
cg09658497 0.999999971402726 hvCpGs
cg09744766 0.778114965943286 hvCpGs
cg09929763 0.953146408600746 hvCpGs
cg10091996 0.806301426000727 hvCpGs
cg10116893 0.919456492855682 hvCpGs
cg10144400 0.935020746751388 hvCpGs
cg10208897 0.999999971402726 hvCpGs
cg10612096 0.993138472859295 hvCpGs
cg10747531 0.988350240930421 hvCpGs
cg11185456 0.78020633136712 hvCpGs
cg11885357 0.932599278043202 hvCpGs
cg12303318 0.840668674707364 hvCpGs
cg12437277 0.999999971402726 hvCpGs
cg12479444 0.656833978333954 hvCpGs
cg12667521 0.999999971402726 hvCpGs
cg12856392 0.999999971402726 hvCpGs
cg12948059 0.841113051139537 hvCpGs
cg13348458 0.943035442999536 hvCpGs
cg13448197 0.947938881941783 hvCpGs
cg13546858 0.802234550501615 hvCpGs
cg13921444 0.906235327153869 hvCpGs
cg14316629 0.867854237326735 hvCpGs
cg14578009 0.999999971402726 hvCpGs
cg14625636 0.95214171764909 hvCpGs
cg14660676 0.999999971402726 hvCpGs
cg14997592 0.891954853178612 hvCpGs
cg15135657 0.79048800400231 hvCpGs
cg15278109 0.999999971402726 hvCpGs
cg15670924 0.999999971402726 hvCpGs
cg15837308 0.999999971402726 hvCpGs
cg15949805 0.972524336105898 hvCpGs
cg16449687 0.907318437170297 hvCpGs
cg16482344 0.999999971402726 hvCpGs
cg16484473 0.946553571949138 hvCpGs
cg16578742 0.887876065494167 hvCpGs
cg16672562 0.937676425743588 hvCpGs
cg16786756 0.92786719422009 hvCpGs
cg16810626 0.585709938179406 hvCpGs
cg17204113 0.999999971402726 hvCpGs
cg17445765 0.796577618761877 hvCpGs
cg17674042 0.999999971402726 hvCpGs
cg17889682 0.925509616552962 hvCpGs
cg18187198 0.872773150831201 hvCpGs
cg18313661 0.885498880246873 hvCpGs
cg18322025 0.621165095651796 hvCpGs
cg18644252 0.673372835202841 hvCpGs
cg18706028 0.999999971402726 hvCpGs
cg18815398 0.999999971402726 hvCpGs
cg19364351 0.798545384315286 hvCpGs
cg19403023 0.801468306088747 hvCpGs
cg19486271 0.864917363051289 hvCpGs
cg19603903 0.999999971402726 hvCpGs
cg19717773 0.936487185274134 hvCpGs
cg19814159 0.999999971402726 hvCpGs
cg19907915 0.999999971402726 hvCpGs
cg19974223 0.982613905468174 hvCpGs
cg20164601 0.889109656131615 hvCpGs
cg20245362 0.818931398955752 hvCpGs
cg20276780 0.967419199782647 hvCpGs
cg20288565 0.822069349552412 hvCpGs
cg20288617 0.91447503959222 hvCpGs
cg20536469 0.98118708421797 hvCpGs
cg20581874 0.999999971402726 hvCpGs
cg20866694 0.999999971402726 hvCpGs
cg20920097 0.999999971402726 hvCpGs
cg21487550 0.999999971402726 hvCpGs
cg22034735 0.999999971402726 hvCpGs
cg22172057 0.975656472393302 hvCpGs
cg22535103 0.856639435883686 hvCpGs
cg22695986 0.876998035296342 hvCpGs
cg22700015 0.944111140299021 hvCpGs
cg22711741 0.986078696494761 hvCpGs
cg22829325 0.701942486773146 hvCpGs
cg22891070 0.921973799274013 hvCpGs
cg22974952 0.999999971402726 hvCpGs
cg23102195 0.841287997367758 hvCpGs
cg23141851 0.845447574075574 hvCpGs
cg23252259 0.851805187874928 hvCpGs
cg23475489 0.996542261077212 hvCpGs
cg23634928 0.999999971402726 hvCpGs
cg23669081 0.93227247629933 hvCpGs
cg24346776 0.915197157692363 hvCpGs
cg24626554 0.8452361284244 hvCpGs
cg24690094 0.999999971402726 hvCpGs
cg24714864 0.974554200392721 hvCpGs
cg24829409 0.933529803280171 hvCpGs
cg24923430 0.936827962379155 hvCpGs
cg24975986 0.89401914184987 hvCpGs
cg25070075 0.868436463349666 hvCpGs
cg25105522 0.976518396882555 hvCpGs
cg25133685 0.872999052105024 hvCpGs
cg25390787 0.909563422978911 hvCpGs
cg25432232 0.947852139559843 hvCpGs
cg25502144 0.884859386718928 hvCpGs
cg25985355 0.9318846631997 hvCpGs
cg25994622 0.760159576374927 hvCpGs
cg26114124 0.926599104062564 hvCpGs
cg26168643 0.807641186930388 hvCpGs
cg26221543 0.836749791601541 hvCpGs
cg26312807 0.99670431343834 hvCpGs
cg26313599 0.958403152318544 hvCpGs
cg26393629 0.88870386807268 hvCpGs
cg26579653 0.809630926414594 hvCpGs
cg26700447 0.746584186129519 hvCpGs
cg26715042 0.903542469142696 hvCpGs
cg27152312 0.999999971402726 hvCpGs
cg27158636 0.950313809662495 hvCpGs
cg27228433 0.999999971402726 hvCpGs
cg27443416 0.88911119033646 hvCpGs
cg27462519 0.974442553893015 hvCpGs
cg00050402 0.855920779150377 hvCpGs
cg00065396 0.949645934475267 hvCpGs
cg00130223 0.999999971402726 hvCpGs
cg00137234 0.999999971402726 hvCpGs
cg00447646 0.99910407041973 hvCpGs
cg00590063 0.89732985928641 hvCpGs
cg00698771 0.852616947260697 hvCpGs
cg00817731 0.906050093729015 hvCpGs
cg00851732 0.847323882516658 hvCpGs
cg01124132 0.99866954214296 hvCpGs
cg01285926 0.793449488513103 hvCpGs
cg01583753 0.984963322724265 hvCpGs
cg01760756 0.993630422004023 hvCpGs
cg01781617 0.750783529922818 hvCpGs
cg01849085 0.875727013653512 hvCpGs
cg01959123 0.907303405679623 hvCpGs
cg02174092 0.940978462452577 hvCpGs
cg02258724 0.999999971402726 hvCpGs
cg02278912 0.702244215737048 hvCpGs
cg02566259 0.999999971402726 hvCpGs
cg02945266 0.855501552242205 hvCpGs
cg02991085 0.94844109885072 hvCpGs
cg03054684 0.983623813112147 hvCpGs
cg03255953 0.937567758762013 hvCpGs
cg03327325 0.999999971402726 hvCpGs
cg03454541 0.943166640879907 hvCpGs
cg03600259 0.819038712114695 hvCpGs
cg03954144 0.988941392229498 hvCpGs
cg03961283 0.999999971402726 hvCpGs
cg04090412 0.794784762100007 hvCpGs
cg04197086 0.838210336609287 hvCpGs
cg04348558 0.999999971402726 hvCpGs
cg04434244 0.871711084016772 hvCpGs
cg04522432 0.905635850402367 hvCpGs
cg04587161 0.987402606318815 hvCpGs
cg05210606 0.999999971402726 hvCpGs
cg05225684 0.77060140660898 hvCpGs
cg05332308 0.893642340932941 hvCpGs
cg05708536 0.999999971402726 hvCpGs
cg05727070 0.917143941504177 hvCpGs
cg05830791 0.904808396006832 hvCpGs
cg05852276 0.999999971402726 hvCpGs
cg05946623 0.845219509219502 hvCpGs
cg06168204 0.999999971402726 hvCpGs
cg06238316 0.999999971402726 hvCpGs
cg06282964 0.936124405619002 hvCpGs
cg06307939 0.905871667689702 hvCpGs
cg06366791 0.799956428872827 hvCpGs
cg06385380 0.948827698467486 hvCpGs
cg06423211 0.911252022444935 hvCpGs
cg06429214 0.999999971402726 hvCpGs
cg07262395 0.999999971402726 hvCpGs
cg07420274 0.868237031198403 hvCpGs
cg07504200 0.873804649591724 hvCpGs
cg07769957 0.915502481556337 hvCpGs
cg07911664 0.983215916276023 hvCpGs
cg08151623 0.885999450019822 hvCpGs
cg08316083 0.999999971402726 hvCpGs
cg08415582 0.999999971402726 hvCpGs
cg08594888 0.999999971402726 hvCpGs
cg08684893 0.766148417948086 hvCpGs
cg08704196 0.928542557778436 hvCpGs
cg08822075 0.954632664426487 hvCpGs
cg09057517 0.895008029067983 hvCpGs
cg09119043 0.999999971402726 hvCpGs
cg09352518 0.999999971402726 hvCpGs
cg09491536 0.860980657459446 hvCpGs
cg09834706 0.864200343730405 hvCpGs
cg09920172 0.981663585353698 hvCpGs
cg09945482 0.755117628392582 hvCpGs
cg10087780 0.904428192661797 hvCpGs
cg10208485 0.999999971402726 hvCpGs
cg10555800 0.961017323560319 hvCpGs
cg10600889 0.921091524155828 hvCpGs
cg10776230 0.940469715647247 hvCpGs
cg11057205 0.919703832246319 hvCpGs
cg11207515 0.623463208579142 hvCpGs
cg11460282 0.999999971402726 hvCpGs
cg11586570 0.896343602586604 hvCpGs
cg11641395 0.926025647655997 hvCpGs
cg11839415 0.73930455356101 hvCpGs
cg12302982 0.972566008704889 hvCpGs
cg12534759 0.999999971402726 hvCpGs
cg12798157 0.828246542925675 hvCpGs
cg12848457 0.828299332532206 hvCpGs
cg13424878 0.880035212180589 hvCpGs
cg13896476 0.838098386959937 hvCpGs
cg13925692 0.849923834406089 hvCpGs
cg14417784 0.999999971402726 hvCpGs
cg14585513 0.792466203130412 hvCpGs
cg14770527 0.866765696475005 hvCpGs
cg14793137 0.999999971402726 hvCpGs
cg14968361 0.931253860810616 hvCpGs
cg14981253 0.999999971402726 hvCpGs
cg15134787 0.722755723555435 hvCpGs
cg15146462 0.992520095800389 hvCpGs
cg15204036 0.849273295438204 hvCpGs
cg15215348 0.935902008101255 hvCpGs
cg15249221 0.745374003525956 hvCpGs
cg15321211 0.899706582491821 hvCpGs
cg15425811 0.953475911453038 hvCpGs
cg15491131 0.903007534300703 hvCpGs
cg15624813 0.893865276290604 hvCpGs
cg15626350 0.741663458054626 hvCpGs
cg16189953 0.942817069747708 hvCpGs
cg16246747 0.859302210465725 hvCpGs
cg16276982 0.834944337615039 hvCpGs
cg16300531 0.912040895484116 hvCpGs
cg16505764 0.955576255689131 hvCpGs
cg16530595 0.866689019304801 hvCpGs
cg16622613 0.943743620472866 hvCpGs
cg16919449 0.981852949522325 hvCpGs
cg17125837 0.83765894308089 hvCpGs
cg17248924 0.999999971402726 hvCpGs
cg17460445 0.957333328709993 hvCpGs
cg17529386 0.999999971402726 hvCpGs
cg17537347 0.999999971402726 hvCpGs
cg17751872 0.999999971402726 hvCpGs
cg17897626 0.963019843776304 hvCpGs
cg18014983 0.999999971402726 hvCpGs
cg18041277 0.999999971402726 hvCpGs
cg18446336 0.923156535580452 hvCpGs
cg18625538 0.901626154213459 hvCpGs
cg18644286 0.637120045113163 hvCpGs
cg18725375 0.971518603457341 hvCpGs
cg18848287 0.910749506899723 hvCpGs
cg19137348 0.701581127608624 hvCpGs
cg19155391 0.923727727210851 hvCpGs
cg19196221 0.900373482909812 hvCpGs
cg19340941 0.947550302164698 hvCpGs
cg19436429 0.688750063585752 hvCpGs
cg19526166 0.964500562394684 hvCpGs
cg19597498 0.999999971402726 hvCpGs
cg19712189 0.835197214810115 hvCpGs
cg20087519 0.702293320390874 hvCpGs
cg20432211 0.874660367536819 hvCpGs
cg20615832 0.789388860382172 hvCpGs
cg20749955 0.788500411976299 hvCpGs
cg20909645 0.833092225640982 hvCpGs
cg21073930 0.949465278371521 hvCpGs
cg21136104 0.851298403221746 hvCpGs
cg21442626 0.999129842758902 hvCpGs
cg21733531 0.999999971402726 hvCpGs
cg22194188 0.925171902002157 hvCpGs
cg22341310 0.999999971402726 hvCpGs
cg22404498 0.873208251955575 hvCpGs
cg22683036 0.999999971402726 hvCpGs
cg22730830 0.837786106889673 hvCpGs
cg23093692 0.826941821670957 hvCpGs
cg23279021 0.999999971402726 hvCpGs
cg23316599 0.874485780830374 hvCpGs
cg23347399 0.989633598783884 hvCpGs
cg23445321 0.663216009651129 hvCpGs
cg23458168 0.899059803046178 hvCpGs
cg23522872 0.999999971402726 hvCpGs
cg23703062 0.930803434509203 hvCpGs
cg23965214 0.999999971402726 hvCpGs
cg23995446 0.940594899667488 hvCpGs
cg24062763 0.981095227414305 hvCpGs
cg24082680 0.917283879830832 hvCpGs
cg24723561 0.991479810194693 hvCpGs
cg24749559 0.802694862690271 hvCpGs
cg24980657 0.822146986989528 hvCpGs
cg24983120 0.999999971402726 hvCpGs
cg25125450 0.904919892496064 hvCpGs
cg25298319 0.99973804740776 hvCpGs
cg25322720 0.917591720936261 hvCpGs
cg25545500 0.977972481851657 hvCpGs
cg25866552 0.779327649462595 hvCpGs
cg25937216 0.999999971402726 hvCpGs
cg25966908 0.81655956481893 hvCpGs
cg26254045 0.833279676271631 hvCpGs
cg26613361 0.984367441130208 hvCpGs
cg26617364 0.752419256797956 hvCpGs
cg27010159 0.982628059025318 hvCpGs
cg27353899 0.967949672179553 hvCpGs
cg27409910 0.860636392059782 hvCpGs
cg27436995 0.780143126536213 hvCpGs
cg27561907 0.999999971402726 hvCpGs
cg27571374 0.908141630441136 hvCpGs
cg00055529 0.947212718137023 hvCpGs
cg02026141 0.954676243032117 hvCpGs
cg02224314 0.915863985955102 hvCpGs
cg02227292 0.836045694665997 hvCpGs
cg02750792 0.913170741644214 hvCpGs
cg03379552 0.999999971402726 hvCpGs
cg03490759 0.88508282897229 hvCpGs
cg03660901 0.999999971402726 hvCpGs
cg04120272 0.9593386453599 hvCpGs
cg04585822 0.669802646257385 hvCpGs
cg04844038 0.913083605124468 hvCpGs
cg05290058 0.888133845803061 hvCpGs
cg06070970 0.871825245615841 hvCpGs
cg06324373 0.999999971402726 hvCpGs
cg06862049 0.933248867647541 hvCpGs
cg07091678 0.937486462585105 hvCpGs
cg07472579 0.790647203299178 hvCpGs
cg07509935 0.830615287080464 hvCpGs
cg07800227 0.999999971402726 hvCpGs
cg08282428 0.912411931902321 hvCpGs
cg08747963 0.999999971402726 hvCpGs
cg08967338 0.999999971402726 hvCpGs
cg09107161 0.661108237005508 hvCpGs
cg09570348 0.999999971402726 hvCpGs
cg10025714 0.999999971402726 hvCpGs
cg12906381 0.999999971402726 hvCpGs
cg13405775 0.975919901598177 hvCpGs
cg16530382 0.999999971402726 hvCpGs
cg17468267 0.88610031146549 hvCpGs
cg18091046 0.859498811279383 hvCpGs
cg18640030 0.799747840531266 hvCpGs
cg19479373 0.954402583417838 hvCpGs
cg19579217 0.908090066271953 hvCpGs
cg20073313 0.774795180297887 hvCpGs
cg20736492 0.911652169891542 hvCpGs
cg21262649 0.999999971402726 hvCpGs
cg21266330 0.89986870877134 hvCpGs
cg22199969 0.999999971402726 hvCpGs
cg22372182 0.998319397671674 hvCpGs
cg23245905 0.838143966547058 hvCpGs
cg23409074 0.84411445800005 hvCpGs
cg24050474 0.782367438110192 hvCpGs
cg24148447 0.844089329551377 hvCpGs
cg24731731 0.926334450272251 hvCpGs
cg25129124 0.862884698956072 hvCpGs
cg25849642 0.791219012290699 hvCpGs
cg26603179 0.958581778956526 hvCpGs
cg27046936 0.701885871615493 hvCpGs
cg00056433 0.999999971402726 hvCpGs
cg00083206 0.94332667769471 hvCpGs
cg00101154 0.999999971402726 hvCpGs
cg00155535 0.971724328797441 hvCpGs
cg00258081 0.906974914812778 hvCpGs
cg00260937 0.895976445570531 hvCpGs
cg00270625 0.999999971402726 hvCpGs
cg00277334 0.999999971402726 hvCpGs
cg00290607 0.964928572598559 hvCpGs
cg00318631 0.888521429021453 hvCpGs
cg00335715 0.899412713612252 hvCpGs
cg00458337 0.927858890288032 hvCpGs
cg00472710 0.93591872228906 hvCpGs
cg00481259 0.782755884088369 hvCpGs
cg00495303 0.999999971402726 hvCpGs
cg00496961 0.999999971402726 hvCpGs
cg00601450 0.999999971402726 hvCpGs
cg00738934 0.769047876645185 hvCpGs
cg00785941 0.695794819377685 hvCpGs
cg00791851 0.928333936911624 hvCpGs
cg00809820 0.960128065332507 hvCpGs
cg00817464 0.697409930791532 hvCpGs
cg00835279 0.904851621426166 hvCpGs
cg00893488 0.964947814251966 hvCpGs
cg00901687 0.984906866432457 hvCpGs
cg00909806 0.977391464754364 hvCpGs
cg00933542 0.87913143633347 hvCpGs
cg00935504 0.883561813451574 hvCpGs
cg01017244 0.979291115449648 hvCpGs
cg01046070 0.836760233430251 hvCpGs
cg01084566 0.999999971402726 hvCpGs
cg01093138 0.794215203604496 hvCpGs
cg01097406 0.999999971402726 hvCpGs
cg01201512 0.999999971402726 hvCpGs
cg01214346 0.884994905810808 hvCpGs
cg01238669 0.76943781417374 hvCpGs
