CpG alpha ishvCpG
cg16200325 0.966858527384113 controls
cg16359091 0.999999971402726 controls
cg16458523 0.999999971402726 controls
cg16985652 0.959659749083272 controls
cg17018786 0.925403477763233 controls
cg17020635 0.972700954574324 controls
cg17133487 0.838430260637862 controls
cg17239739 0.867878066307831 controls
cg17368815 0.999999971402726 controls
cg17393296 0.915599021560909 controls
cg17815669 0.918182385398476 controls
cg18065318 0.937210308761019 controls
cg18262201 0.967576797757402 controls
cg18474502 0.944136135374007 controls
cg18803306 0.895482900727013 controls
cg18939596 0.915630009837395 hvCpGs
cg18949044 0.759107948605493 controls
cg19310604 0.737725031819483 controls
cg19374182 0.999999971402726 controls
cg19496976 0.839337487148377 controls
cg19984781 0.882000823175439 controls
cg20025656 0.955319198008018 controls
cg20121278 0.793638032456426 controls
cg20260841 0.999999971402726 controls
cg20389635 0.963919888395455 controls
cg20512519 0.971400371103551 controls
cg20628743 0.931624367517507 controls
cg20697519 0.875608839366526 controls
cg20901684 0.929504081894088 controls
cg20971571 0.961975900911548 controls
cg21005240 0.837167380024926 controls
cg21016004 0.93407075883003 controls
cg21016266 0.896197493353262 controls
cg21236860 0.846640725431072 controls
cg21285895 0.909434348276935 controls
cg21599081 0.777057082705304 controls
cg21643649 0.986633631803237 controls
cg22256853 0.992518071691824 controls
cg22827465 0.989301617593442 controls
cg22956483 0.939257983415866 controls
cg23266594 0.999999971402726 controls
cg23417306 0.895655107761504 controls
cg23423852 0.999999971402726 controls
cg23438298 0.920246680029967 controls
cg23560676 0.671737722948878 controls
cg23634087 0.884687863582443 controls
cg23704055 0.963107936334574 controls
cg23873996 0.97954209970078 controls
cg23904047 0.856655899284922 controls
cg24015472 0.999999971402726 controls
cg24237636 0.905544564176039 controls
cg24407859 0.89357189653337 controls
cg24447890 0.780237625562439 controls
cg25125060 0.893870840956274 controls
cg25425140 0.872790957987478 controls
cg25501930 0.999999971402726 controls
cg25535708 0.968368238751176 controls
cg25654517 0.905992092183702 controls
cg25762078 0.999999971402726 controls
cg25820209 0.961468465797362 controls
cg25939853 0.995805061575305 controls
cg25970575 0.819706361819304 hvCpGs
cg26002091 0.880785852144261 controls
cg26244646 0.890147258747614 controls
cg26279814 0.993134224283808 controls
cg26342141 0.950286202994571 controls
cg26783481 0.946416036720897 controls
cg26789732 0.963865988140642 controls
cg26895083 0.847106315806052 controls
cg26954533 0.92974646268038 controls
cg27005053 0.909202461209629 controls
cg27108362 0.991688696596769 controls
cg27109131 0.924009426296932 controls
cg27195956 0.966507817300285 controls
cg27393285 0.824668203156997 hvCpGs
cg27523423 0.911293532202205 controls
cg27537290 0.782848548219227 controls
NA 0.936066630969271 controls
NA 0.999999971402726 controls
NA 0.903094109855653 controls
NA 0.922630956276475 controls
NA 0.999999971402726 controls
cg00051782 0.836585693664916 controls
cg00066828 0.849085145486829 controls
cg00134667 0.82582681021833 controls
cg00142482 0.999999971402726 controls
cg00459218 0.879335224975639 controls
cg00607989 0.73855967916967 controls
cg00718333 0.999999971402726 controls
cg00845319 0.820589324255764 controls
cg00875911 0.899672091151803 controls
cg01158161 0.999999971402726 controls
cg01322897 0.972301780001587 controls
cg01631408 0.975906186513086 controls
cg01806346 0.991767154830335 controls
cg01826138 0.866619569210818 controls
cg01905690 0.999999971402726 controls
cg02014217 0.859690512740932 controls
cg02246640 0.999999971402726 controls
cg02322140 0.878343476321523 controls
cg02341197 0.902588345687938 controls
cg02636585 0.999999971402726 controls
cg03033080 0.789998631740783 controls
cg03081689 0.993122536697311 controls
cg03153397 0.999999971402726 controls
cg03355524 0.947611613413121 controls
cg03431544 0.999999971402726 controls
cg03554286 0.936829600618176 controls
cg03715057 0.922398442274915 controls
cg04078732 0.996936495848613 controls
cg04086771 0.999999971402726 controls
cg04213854 0.849666928956327 controls
cg04323966 0.885868040181496 controls
cg04492086 0.928744345234183 controls
cg04575058 0.904327558899541 controls
cg04669077 0.908501272046247 controls
cg04744093 0.950205840242187 controls
cg05370068 0.992514863362124 controls
cg05383783 0.773244472239809 controls
cg05506365 0.888855368299923 controls
cg05899224 0.817205961925659 controls
cg05919461 0.847988538564052 controls
cg06009448 0.971367188055359 controls
cg06032483 0.999999971402726 controls
cg06146665 0.869592911842458 controls
cg06388605 0.996852004884479 controls
cg06465944 0.999999971402726 controls
cg06504162 0.887119947364488 controls
cg06526137 0.864023837191122 controls
cg06577710 0.828726736086327 controls
cg06600725 0.9231174476182 controls
cg06633978 0.992062786587913 controls
cg06636685 0.859258368190149 controls
cg07500976 0.952577266298334 controls
cg07653326 0.924172966171262 controls
cg07740877 0.999999971402726 controls
cg08021348 0.824531417259599 controls
cg08159148 0.96444565631497 controls
cg08412885 0.968576105887854 controls
cg08594554 0.955022490568527 controls
cg08690028 0.902830435054709 controls
cg08876039 0.930606126447438 controls
cg08969532 0.965068218051982 controls
cg08993283 0.796236586200868 controls
cg09120267 0.999999971402726 controls
cg09356401 0.992896365490956 controls
cg09416096 0.87390034494618 controls
cg09662584 0.999999971402726 controls
cg09813400 0.851670185648175 controls
cg10150278 0.998796182378326 controls
cg10237419 0.897777819607281 controls
cg10261735 0.86522294485573 controls
cg10405557 0.999999971402726 controls
cg10539936 0.848358282686928 controls
cg10914655 0.924309308744725 controls
cg10963192 0.888064916581986 controls
cg11145108 0.861284678092146 controls
cg11422337 0.788203005839266 controls
cg11595411 0.716065422405695 controls
cg11841127 0.999999971402726 controls
cg11953383 0.916111445489233 controls
cg12009759 0.819209826982067 controls
cg12220493 0.765306730358804 controls
cg12727529 0.985433896173417 controls
cg12973168 0.80448524298107 controls
cg13261106 0.888242606497741 controls
cg13314057 0.830260187615982 controls
cg13767135 0.825202911896248 controls
cg14250984 0.866623420317432 controls
cg14285308 0.86848139780147 controls
cg14832490 0.999999971402726 controls
cg15052246 0.855696099677621 controls
cg15262505 0.944724722555062 controls
cg15301694 0.966534100522033 controls
cg15492064 0.909368308573369 controls
cg15509594 0.845131455732442 controls
cg15678121 0.916633232452333 controls
cg15689069 0.999999971402726 controls
cg15736978 0.950260069192731 controls
cg15750102 0.937584740689759 controls
cg15787552 0.843107338458389 controls
cg15844443 0.77192680818296 controls
cg15946545 0.848443435627723 controls
cg16012162 0.879683975509674 controls
cg16150307 0.928859927607694 controls
cg16151538 0.710934676142315 controls
cg16679543 0.850921918933179 controls
cg16728846 0.861154490595551 controls
cg16765088 0.825505333037119 controls
cg16791619 0.958684355896682 controls
cg17041511 0.927843247432696 controls
cg17076795 0.999999971402726 controls
cg17180237 0.940162529634298 controls
cg17490390 0.942182092851599 controls
cg17723122 0.684056555888311 controls
cg17854497 0.999999971402726 controls
cg18081104 0.90492605738681 controls
cg18149394 0.999999971402726 controls
cg18155101 0.949227300233764 controls
cg18331396 0.999999971402726 controls
cg18483529 0.88485668965091 controls
cg18597991 0.916904029400098 controls
cg18632602 0.763474958664703 controls
cg19091291 0.960364967436562 controls
cg19288904 0.821070616579339 controls
cg19310653 0.910344175837897 controls
cg19394866 0.908275885679192 controls
cg19524624 0.917848059963295 controls
cg19784221 0.861823515847161 controls
cg19800295 0.991404981215152 controls
cg19830147 0.835578091901305 controls
cg19961013 0.973488372294853 controls
cg20066227 0.764828236662151 controls
cg20166783 0.911333576082216 controls
cg20253551 0.999999971402726 controls
cg20383155 0.834623280352167 controls
cg20804756 0.918337436539647 controls
cg21157357 0.910649320784847 controls
cg21328810 0.778829851961855 controls
cg21502476 0.89153222958977 controls
cg21634260 0.902365059920249 controls
cg21818383 0.885639317080815 controls
cg21878275 0.935976019685681 controls
cg22209431 0.891789799154205 controls
cg22527898 0.887267501614056 controls
cg22974920 0.870352933281864 controls
cg23093016 0.917638537227851 controls
cg23163531 0.856733503250865 controls
cg23402920 0.934591694690702 controls
cg23461216 0.867495472427082 controls
cg23861304 0.86068605737416 controls
cg24043307 0.93197925002247 controls
cg24077770 0.908834991599386 controls
cg24113782 0.904970536247889 controls
cg24202620 0.820658225968187 controls
cg24214883 0.855845512855987 controls
cg24302024 0.999999971402726 controls
cg24490529 0.942683032825165 controls
cg24729498 0.869695632655966 controls
cg24765924 0.79948954062352 controls
cg24847621 0.999999971402726 controls
cg24865802 0.881174720679938 controls
cg25551219 0.999999971402726 controls
cg25578949 0.676832408004957 controls
cg25823710 0.949379648993552 controls
cg25826526 0.8547560473434 controls
cg25994603 0.837932562130145 controls
cg26149485 0.999999971402726 controls
cg26171871 0.839947936931596 controls
cg26374101 0.840979420065728 controls
cg26673980 0.7994902959316 controls
cg26724497 0.999999971402726 controls
cg26763155 0.884868847551631 controls
cg27042266 0.863792525946009 controls
cg27423411 0.87675184738505 controls
cg27426442 0.898932788798073 controls
NA 0.964075383145108 controls
NA 0.999999971402726 controls
NA 0.854863292342155 controls
NA 0.942525196484411 controls
NA 0.914009575227404 controls
NA 0.89924377425859 controls
cg00056624 0.999999971402726 controls
cg02081905 0.974460334429552 controls
cg02288964 0.870368327998454 controls
cg02291619 0.789690322423598 controls
cg02838683 0.896014800970975 controls
cg03481465 0.995078555427589 controls
cg03592161 0.874328566751232 controls
cg03775372 0.948874844895465 controls
cg04245057 0.87194999731284 controls
cg04742985 0.756410500050874 controls
cg04990977 0.867274162513484 controls
cg05461841 0.855090593232498 controls
cg06287140 0.895353168241413 controls
cg06537575 0.999999971402726 controls
cg07064156 0.919856327546571 controls
cg07299586 0.965394446549846 controls
cg07706776 0.920516106880463 controls
cg07746943 0.937761779989687 controls
cg08052226 0.91705285871842 controls
cg08554554 0.934440905308447 controls
cg09041268 0.909610070870984 controls
cg09274344 0.999999971402726 controls
cg09406631 0.77292746532222 controls
cg09889987 0.972326981101635 controls
cg10342722 0.999999971402726 controls
cg13364288 0.999999971402726 controls
cg13745957 0.999999971402726 controls
cg17076443 0.877414532989734 controls
cg18089146 0.750268047052599 controls
cg18693345 0.934540746849864 controls
cg19306847 0.928026693853299 controls
cg20115802 0.93048456660382 controls
cg20230370 0.939309384404697 controls
cg20791744 0.931524790280308 controls
cg21487830 0.821620375331693 controls
cg22045975 0.940778161843337 controls
cg22049038 0.799162526339158 controls
cg22978384 0.917301425635795 controls
cg23122650 0.999999971402726 controls
cg24007254 0.919388841882399 controls
cg24165747 0.847379612115579 controls
cg24833731 0.861983519429115 controls
cg24935332 0.864242454472209 controls
cg25560772 0.82175368666222 hvCpGs
cg25996571 0.829877696295567 controls
cg26664871 0.948704316723486 controls
cg27412975 0.969466856879603 controls
NA 0.937297942100429 controls
cg00057663 0.747810398411468 controls
cg00085281 0.987314015343902 controls
cg00104167 0.999999971402726 controls
cg00160027 0.999999971402726 controls
cg00265490 0.879620606861357 controls
cg00269606 0.852298506860062 controls
cg00281273 0.938711580152968 controls
cg00286878 0.905359735530224 controls
cg00297702 0.992257289253888 controls
cg00326300 0.954529685095231 controls
cg00345230 0.763882914062387 controls
cg00469207 0.663742328808143 controls
cg00485202 0.968951465530889 controls
cg00495136 0.867362117933001 controls
cg00505606 0.999999971402726 controls
cg00508024 0.925248986470507 controls
cg00622010 0.892506403082419 controls
cg00762160 0.94896912432842 controls
cg00808730 0.979261967106875 controls
cg00814985 0.982008002878917 controls
cg00835021 0.941273142860285 controls
cg00844821 0.813464352629133 controls
cg00861772 0.848439915812807 controls
cg00919857 0.862118291569081 controls
cg00926267 0.978130226159721 controls
cg00936442 0.97540202427619 controls
cg00960781 0.875134349530563 controls
cg00963378 0.95632714479707 hvCpGs
cg01044692 0.944779544698774 controls
cg01074955 0.917428327470386 controls
cg01115990 0.845941823960497 controls
cg01126162 0.818906249838322 controls
cg01130991 0.999203300410627 controls
cg01239141 0.999999971402726 controls
cg01253033 0.999999971402726 controls
cg01278291 0.853618034848134 controls
cg01287505 0.899875539127482 controls
cg01329690 0.999999971402726 controls
cg01363474 0.928055170003968 controls
cg01395630 0.999999971402726 controls
cg01649867 0.999999971402726 controls
cg01659038 0.651309479756809 controls
cg01791034 0.999999971402726 controls
cg01831904 0.941371768319038 controls
cg01875118 0.97640152884101 controls
cg01919208 0.797671022577976 controls
cg01930621 0.999999971402726 controls
cg02026180 0.910277339959439 controls
cg02118840 0.911362012104585 controls
cg02169973 0.999999971402726 controls
cg02216667 0.997175213100447 controls
cg02252907 0.956369608237594 controls
cg02285155 0.955043674214406 controls
cg02334333 0.999999971402726 controls
cg02354413 0.940178541774101 controls
cg02380585 0.909628056149594 controls
cg02466008 0.977079973195192 controls
cg02484391 0.929962452960915 controls
cg02522367 0.886552455359055 controls
cg02598978 0.999999971402726 controls
cg02603192 0.985389278713507 controls
cg02637352 0.888845742507337 controls
cg02643110 0.999999971402726 controls
cg02668819 0.879032648306147 controls
cg02674693 0.741289577888688 controls
cg02724472 0.9902699554852 controls
cg02758521 0.974355429035953 controls
cg02797871 0.820668187357896 controls
cg02842197 0.965128440953295 controls
cg02857774 0.957869469528027 controls
cg02954252 0.974874300597985 controls
cg03052182 0.936440622135437 controls
cg03224364 0.860773275058605 controls
cg03263792 0.999999971402726 controls
cg03355526 0.993056960169752 controls
cg03399971 0.79039319516137 controls
cg03428314 0.833776076080308 controls
cg03433655 0.999999971402726 controls
cg03439606 0.78911822483496 controls
cg03468115 0.660305455239894 controls
cg03484267 0.999999971402726 controls
cg03496689 0.851559549634774 controls
cg03508409 0.971382882321169 controls
cg03534326 0.999999971402726 controls
cg03549412 0.999999971402726 controls
cg03565923 0.859895383519947 controls
cg03581036 0.859242986678311 controls
cg03628719 0.794708997654292 controls
cg03722802 0.999999971402726 controls
cg03764818 0.914898096256813 controls
cg03897125 0.904431961733447 controls
cg03972135 0.999999971402726 controls
cg04064094 0.999999971402726 controls
cg04090604 0.992523563618175 controls
cg04121631 0.945550537569996 controls
cg04154583 0.978223593529129 controls
cg04195127 0.999999971402726 controls
cg04242396 0.737531185431746 controls
cg04284661 0.915986416300574 controls
cg04542817 0.999999971402726 controls
cg04694389 0.999999971402726 controls
cg04706556 0.952416142418091 controls
cg04869532 0.801147059576449 controls
cg04884090 0.999999971402726 controls
cg04889106 0.876814932459233 controls
cg04958055 0.815648065290218 controls
cg05012902 0.762722748613122 controls
cg05050652 0.952069597329081 controls
cg05075708 0.894907215727848 controls
cg05256605 0.999999971402726 controls
cg05346631 0.999999971402726 controls
cg05347736 0.999999971402726 controls
cg05393149 0.974237829125675 controls
cg05467167 0.965620624526721 controls
cg05479556 0.828621153542091 controls
cg05506446 0.999999971402726 controls
cg05517218 0.940876228106487 controls
cg05562080 0.945757878638716 controls
cg05587282 0.999999971402726 controls
cg05596621 0.999999971402726 controls
cg05599759 0.991906079989516 controls
cg05616589 0.999999971402726 controls
cg05642190 0.95417017250248 controls
cg05650632 0.897117793579953 controls
cg05651511 0.871342462185633 controls
cg05693489 0.832284741242264 controls
cg05693715 0.877386014239142 controls
cg05714396 0.901480117431278 controls
cg05735674 0.873099558473582 controls
cg05764270 0.798425850273259 controls
cg05769086 0.838564399462371 controls
cg05824594 0.999999971402726 controls
cg05832487 0.942913695569315 controls
cg05919044 0.894448602848535 controls
cg05921260 0.995574112803016 controls
cg05923350 0.880174596065833 controls
cg05992904 0.965817010521553 hvCpGs
cg06021088 0.684204599430664 controls
cg06036941 0.999999971402726 controls
cg06079106 0.941570095689238 controls
cg06166341 0.92193011869603 controls
cg06202984 0.999999971402726 controls
cg06221680 0.652903638803816 controls
cg06228542 0.950688052882271 controls
cg06251978 0.900058425887916 controls
cg06272495 0.999999971402726 controls
cg06300886 0.999999971402726 controls
cg06423975 0.999999971402726 controls
cg06429555 0.999999971402726 controls
cg06434353 0.921607390511234 controls
cg06521347 0.999999971402726 controls
cg06564232 0.725301660023482 controls
cg06611076 0.760319250727158 controls
cg06616029 0.930297172571049 controls
cg06626750 0.999999971402726 controls
cg06642945 0.954254742253271 controls
cg06670599 0.835692112157864 controls
cg06685950 0.836055845714459 controls
cg06874323 0.946645608950792 controls
cg06907680 0.890064059290376 controls
cg06934394 0.85852863994302 controls
cg06961586 0.999999971402726 controls
cg06985534 0.976550084470325 controls
cg06988336 0.980043369161491 controls
cg07053699 0.859715956895632 controls
cg07114751 0.990395051120824 controls
cg07130265 0.930626197153896 controls
cg07163991 0.936067504857777 controls
cg07233908 0.985980923638744 controls
cg07243656 0.85376521265463 controls
cg07282944 0.974264242150046 controls
cg07301329 0.952544822682272 controls
cg07309764 0.92103676422713 controls
cg07310536 0.935311513165748 controls
cg07331098 0.79064004384288 controls
cg07474755 0.999999971402726 controls
cg07532839 0.985271861188953 controls
cg07685221 0.833308577205157 controls
cg07717429 0.920420725908639 controls
cg07735777 0.827873516315936 controls
cg07840472 0.861511551704254 controls
cg07882836 0.933710699039093 controls
cg07889337 0.940590861475029 controls
cg07930578 0.977311310164013 controls
cg07948196 0.999999971402726 controls
cg07970433 0.883559496493685 controls
cg07971188 0.917127810449513 controls
cg08023265 0.950638963115381 controls
cg08093398 0.922299977259305 controls
cg08122789 0.805556644373623 controls
cg08252855 0.934830330115686 controls
cg08272996 0.999999971402726 controls
cg08486160 0.999999971402726 controls
cg08530497 0.849756607782888 controls
